Amber Valley,E07000032,37885.00,43827.00,48461.00,53175.00,63010.00,70437.00,72438.00,74401.00,74923.00,75999.00,76620.00,77137.00,77751.00,79996.00,82735.00,83930.00,86624.00,89434.00,91691.00,92969.00,93578.00,93930.00
Angus,S12000041,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Antrim and Newtownabbey,N09000001,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ards and North Down,N09000011,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Argyll and Bute,S12000035,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Armagh Banbridge and Craigavon,N09000002,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Mole Valley,E07000210,28052.00,31750.00,34803.00,38559.00,43754.00,45972.00,46489.00,46775.00,48134.00,49479.00,50889.00,52080.00,53783.00,55417.00,56998.00,58208.00,59708.00,61251.00,63074.00,64661.00,65514.00,66063.00
Monmouthshire,W06000021,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Moray,S12000020,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Neath Port Talbot,W06000012,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
New Forest,E07000091,63336.00,72394.00,78039.00,85109.00,100121.00,105546.00,107576.00,108112.00,109490.00,111075.00,112678.00,114161.00,116199.00,121204.00,124368.00,125696.00,129363.00,131911.00,134153.00,135270.00,136434.00,137091.00
Newark and Sherwood,E07000175,39150.00,46322.00,50986.00,54031.00,61983.00,65741.00,66580.00,67163.00,68618.00,69486.00,70466.00,71495.00,72697.00,74958.00,77811.00,79211.00,81238.00,83648.00,85669.00,86667.00,87619.00,88079.00
Newcastle upon Tyne,E08000021,68973.00,74977.00,82492.00,88401.00,101989.00,114722.00,118675.00,122280.00,125228.00,128240.00,130344.00,133333.00,139349.00,144740.00,151293.00,156667.00,161388.00,170955.00,181816.00,189097.00,192473.00,194624.00
Newcastle-under-Lyme,E07000195,37826.00,44717.00,49904.00,54670.00,61142.00,65070.00,66541.00,67484.00,68711.00,69472.00,70395.00,71618.00,73399.00,74906.00,77205.00,79137.00,81909.00,84317.00,87324.00,88767.00,89710.00,90469.00
Newham,E09000025,43666.00,55610.00,65693.00,75533.00,87068.00,98982.00,103032.00,106836.00,111375.00,114712.00,118559.00,123122.00,129573.00,135978.00,144051.00,150708.00,162150.00,174037.00,183716.00,190672.00,194912.00,198383.00
Newport,W06000022,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Newry Mourne and Down,N09000010,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Norfolk,E10000020,300247.00,337486.00,367888.00,400216.00,454262.00,488718.00,496798.00,499092.00,504532.00,515094.00,524110.00,531996.00,550375.00,570346.00,587728.00,601637.00,614139.00,631136.00,649835.00,663149.00,670732.00,675448.00
North Ayrshire,S12000021,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
North Devon,E07000043,32913.00,37976.00,41326.00,44389.00,49927.00,53836.00,54710.00,54861.00,55766.00,56296.00,57423.00,58935.00,60837.00,63323.00,64888.00,66372.00,67727.00,69778.00,71835.00,72971.00,73510.00,73956.00
North East Derbyshire,E07000038,34264.00,39680.00,41864.00,44697.00,52410.00,57962.00,59596.00,60551.00,61953.00,62750.00,63586.00,64330.00,66068.00,68405.00,70416.00,71447.00,73520.00,74979.00,76140.00,76592.00,76877.00,77102.00
North East Lincolnshire,E06000012,45318.00,51170.00,56835.00,61804.00,69458.00,76094.00,78639.00,79501.00,80425.00,83183.00,84420.00,85783.00,86716.00,89886.00,93046.00,95291.00,96732.00,100036.00,103481.00,105352.00,106352.00,107350.00
North Hertfordshire,E07000099,34690.00,40537.00,44646.00,48040.00,56617.00,63096.00,64250.00,64624.00,66928.00,69197.00,71753.00,74348.00,75757.00,77495.00,81654.00,84454.00,87059.00,89712.00,92209.00,94020.00,95213.00,95868.00
North Kesteven,E07000139,38586.00,43911.00,47505.00,51988.00,58789.00,64213.00,66593.00,67943.00,69212.00,70078.00,70794.00,71697.00,74264.00,75972.00,78297.00,79417.00,81680.00,84231.00,86837.00,87928.00,88760.00,89294.00
North Lanarkshire,S12000050,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
North Lincolnshire,E06000013,52857.00,61481.00,65427.00,71656.00,80878.00,87125.00,89983.00,92267.00,94034.00,95166.00,96200.00,98404.00,100512.00,103467.00,106813.00,108157.00,110667.00,113931.00,117218.00,118572.00,119329.00,119991.00
North Norfolk,E07000147,40374.00,45157.00,49747.00,53236.00,61117.00,64221.00,64655.00,64955.00,65374.00,65836.00,66613.00,68133.00,69049.00,71345.00,73467.00,74910.00,75830.00,77313.00,78592.00,79646.00,80478.00,81079.00
North Northamptonshire,E06000061,87807.00,104417.00,113362.00,122123.00,140712.00,159019.00,162974.00,164680.00,170093.00,172823.00,175303.00,180489.00,188167.00,195145.00,203357.00,208830.00,214324.00,222141.00,228742.00,231997.00,234923.00,236358.00
North Somerset,E06000024,70475.00,79445.00,87225.00,94861.00,106841.00,119390.00,120726.00,121366.00,122236.00,123603.00,125029.00,128018.00,132509.00,136901.00,141725.00,145340.00,149294.00,153851.00,158127.00,159953.00,160887.00,161753.00
North Tyneside,E08000022,59961.00,64543.00,70729.00,76765.00,87835.00,97709.00,102438.00,106570.00,110467.00,113461.00,115376.00,117931.00,122097.00,126809.00,132460.00,135947.00,139080.00,144080.00,148358.00,150180.00,151127.00,151755.00
North Warwickshire,E07000218,19908.00,23624.00,26779.00,28095.00,32721.00,35001.00,35608.00,36143.00,36916.00,37551.00,38045.00,38763.00,40242.00,41299.00,42713.00,43193.00,43963.00,44870.00,45915.00,46694.00,47091.00,47319.00
North West Leicestershire,E07000134,28442.00,32403.00,35843.00,39789.00,47061.00,51924.00,53433.00,54102.00,55278.00,56610.00,57834.00,58779.00,60874.00,62644.00,64725.00,65949.00,67270.00,70434.00,72681.00,73897.00,74457.00,74882.00
North Yorkshire,E10000023,194693.00,224235.00,244070.00,264444.00,313862.00,346317.00,352626.00,357161.00,362979.00,368615.00,376003.00,380086.00,391436.00,404619.00,414839.00,420760.00,431114.00,441369.00,450842.00,459643.00,466048.00,470413.00
Northumberland,E06000057,102831.00,113574.00,122105.00,132831.00,150735.00,166219.00,174226.00,181421.00,187670.00,192947.00,195840.00,199268.00,205622.00,210518.00,218118.00,223213.00,228736.00,235072.00,239710.00,242215.00,243725.00,244571.00
Norwich,E07000148,36855.00,41313.00,45510.00,49836.00,55689.00,61014.00,62595.00,62989.00,63621.00,64688.00,66306.00,66965.00,69774.00,73635.00,77478.00,80137.00,82699.00,87055.00,92346.00,96332.00,98282.00,99301.00
Nottingham,E06000018,60145.00,75398.00,83226.00,90089.00,103693.00,111956.00,115637.00,117667.00,120230.00,122041.00,123675.00,126443.00,128818.00,134703.00,143749.00,146945.00,155214.00,165717.00,176346.00,182992.00,186835.00,188979.00
Nottinghamshire,E10000024,254339.00,299976.00,330007.00,351263.00,406108.00,433401.00,440724.00,447935.00,456018.00,461818.00,467744.00,475343.00,482499.00,498712.00,518892.00,527083.00,542866.00,560284.00,575529.00,583106.00,587670.00,590709.00
Nuneaton and Bedworth,E07000219,36366.00,41954.00,46591.00,52021.00,58402.00,63269.00,64548.00,65349.00,67145.00,68783.00,69686.00,70906.00,72133.00,74484.00,78271.00,79984.00,81920.00,84401.00,87521.00,89671.00,90740.00,91388.00
Oadby and Wigston,E07000135,18056.00,20338.00,21915.00,23554.00,26879.00,29383.00,30511.00,31411.00,31849.00,32270.00,32974.00,33456.00,34257.00,35666.00,36714.00,37693.00,38298.00,39178.00,39923.00,40320.00,40548.00,40756.00
Oldham,E08000004,56424.00,67333.00,74258.00,82080.00,93227.00,101638.00,103544.00,106422.00,108253.00,110027.00,112427.00,114058.00,117206.00,122723.00,126521.00,129753.00,133399.00,136955.00,139794.00,141767.00,144141.00,145773.00
Orkney Islands,S12000023,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Oxford,E07000178,32435.00,37604.00,41524.00,46097.00,54959.00,59526.00,60376.00,60824.00,61884.00,63626.00,65258.00,67265.00,69718.00,74084.00,77214.00,80478.00,84690.00,91240.00,99870.00,105712.00,109139.00,110325.00
Oxfordshire,E10000025,176074.00,205323.00,228280.00,254318.00,304165.00,327050.00,331801.00,334882.00,342142.00,355595.00,364536.00,375077.00,383939.00,401627.00,415754.00,430950.00,448605.00,469284.00,490323.00,505665.00,515254.00,520080.00
Pembrokeshire,W06000009,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Pendle,E07000122,20788.00,23206.00,25537.00,29208.00,33810.00,37786.00,39627.00,40334.00,40992.00,41948.00,43078.00,44337.00,46493.00,48400.00,51359.00,53954.00,55586.00,56709.00,57652.00,58177.00,58625.00,58975.00
Perth and Kinross,S12000048,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Peterborough,E06000031,43330.00,51478.00,57778.00,65416.00,73971.00,81296.00,83887.00,84823.00,86112.00,88003.00,89737.00,93049.00,97112.00,100358.00,104274.00,108339.00,112077.00,118009.00,122841.00,125338.00,127115.00,128573.00
Plymouth,E06000026,71542.00,81574.00,89450.00,97282.00,111858.00,125592.00,127805.00,128139.00,133450.00,135918.00,137132.00,142405.00,146202.00,150903.00,156001.00,160349.00,163699.00,170967.00,178811.00,182309.00,185089.00,186094.00
Portsmouth,E06000044,50573.00,57980.00,63969.00,70365.00,83466.00,93985.00,97666.00,98948.00,100884.00,102934.00,104408.00,107171.00,109726.00,111432.00,114570.00,117301.00,120307.00,124817.00,130310.00,136612.00,140934.00,142705.00
Powys,W06000023,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Preston,E07000123,34990.00,39395.00,43646.00,49202.00,57238.00,66975.00,69133.00,70046.00,70613.00,71818.00,74605.00,75865.00,78767.00,82863.00,85199.00,87631.00,90324.00,92703.00,94184.00,94979.00,95601.00,96131.00
Reading,E06000038,30865.00,35607.00,40303.00,44744.00,54281.00,61292.00,62985.00,63460.00,64979.00,67538.00,69278.00,72254.00,76625.00,81293.00,86294.00,90737.00,94104.00,99213.00,103789.00,107715.00,109627.00,110881.00
Redbridge,E09000026,58117.00,73868.00,82222.00,89676.00,98483.00,109700.00,113715.00,115863.00,119059.00,122255.00,125470.00,129769.00,136898.00,146941.00,154209.00,159411.00,164808.00,170656.00,176872.00,181124.00,183407.00,185147.00
Redcar and Cleveland,E06000003,40380.00,44920.00,49334.00,52791.00,62597.00,71716.00,74276.00,75779.00,77769.00,79606.00,80715.00,82091.00,84155.00,85119.00,86242.00,87030.00,88568.00,90011.00,91167.00,93925.00,95475.00,96625.00
Redditch,E07000236,22005.00,24306.00,28330.00,30771.00,37303.00,42258.00,43171.00,43643.00,44230.00,44629.00,45323.00,45900.00,46942.00,48563.00,49797.00,51020.00,52197.00,53771.00,55568.00,56510.00,56943.00,57329.00
Reigate and Banstead,E07000211,39043.00,45616.00,50874.00,57383.00,66351.00,69341.00,70174.00,70801.00,73193.00,75040.00,77545.00,80686.00,84834.00,88384.00,91086.00,93161.00,95998.00,99027.00,101770.00,103323.00,104357.00,105148.00
Renfrewshire,S12000038,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
"Rhondda, Cynon, Taff",W06000016,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ribble Valley,E07000124,19770.00,20959.00,23138.00,25241.00,29466.00,32908.00,34476.00,34916.00,35457.00,35910.00,36921.00,38089.00,38788.00,40487.00,42095.00,43014.00,43865.00,44629.00,45577.00,45881.00,46121.00,46318.00
Richmond upon Thames,E09000027,44553.00,50963.00,57649.00,62623.00,73357.00,80736.00,83548.00,85025.00,88227.00,91707.00,95415.00,100900.00,105098.00,113303.00,118557.00,123858.00,129449.00,133155.00,135719.00,137247.00,138321.00,139154.00
Richmondshire,E07000166,12839.00,14392.00,15259.00,17747.00,21240.00,24370.00,25470.00,26114.00,27780.00,28233.00,29033.00,29270.00,29960.00,31371.00,31845.00,32193.00,33009.00,34940.00,36520.00,38106.00,39055.00,39831.00
Rochdale,E08000005,59546.00,67455.00,73885.00,78388.00,87923.00,95229.00,97518.00,100206.00,101970.00,104346.00,106563.00,109321.00,114001.00,120792.00,125955.00,129399.00,131681.00,133550.00,136192.00,137954.00,139042.00,140286.00
Rochford,E07000075,26885.00,30645.00,32709.00,34520.00,39937.00,45360.00,47150.00,48197.00,49203.00,50169.00,50965.00,51897.00,53896.00,56324.00,57478.00,58045.00,59011.00,60401.00,61833.00,62527.00,63278.00,63616.00
Rossendale,E07000125,18186.00,20780.00,23268.00,24828.00,28590.00,33619.00,34507.00,34908.00,35342.00,35829.00,36720.00,37696.00,38850.00,40376.00,42100.00,43177.00,44372.00,45752.00,46680.00,47053.00,47305.00,47527.00
Rother,E07000064,37088.00,41619.00,45968.00,48168.00,53688.00,56086.00,56894.00,57382.00,58005.00,58929.00,59544.00,60454.00,61575.00,62837.00,64266.00,65470.00,66675.00,68275.00,69705.00,70689.00,71202.00,71660.00
Rotherham,E08000018,74863.00,82883.00,90911.00,98939.00,116539.00,132297.00,140302.00,144273.00,145326.00,149363.00,152860.00,156097.00,159909.00,164651.00,167066.00,171364.00,174781.00,179791.00,183288.00,184723.00,185941.00,186699.00
Rugby,E07000220,30980.00,33323.00,36455.00,39452.00,45193.00,50232.00,50767.00,51180.00,53050.00,53999.00,55537.00,57325.00,58812.00,60739.00,62767.00,64303.00,66673.00,69407.00,72997.00,74700.00,75634.00,76251.00
Runnymede,E07000212,23167.00,26018.00,27322.00,29165.00,35099.00,37601.00,38267.00,38694.00,40246.00,41537.00,42733.00,44262.00,45465.00,48316.00,50354.00,52284.00,53981.00,55955.00,57633.00,58614.00,59314.00,59847.00
Rushcliffe,E07000176,36302.00,41863.00,46516.00,49920.00,59361.00,63171.00,64447.00,65111.00,66653.00,67168.00,68294.00,69657.00,70325.00,72698.00,76522.00,77420.00,79884.00,83304.00,85581.00,86836.00,87672.00,88160.00
Rushmoor,E07000092,23635.00,27175.00,29455.00,33580.00,40363.00,42629.00,43612.00,44682.00,45587.00,48497.00,49654.00,50556.00,53301.00,57137.00,60202.00,60746.00,63495.00,65934.00,67941.00,69171.00,70168.00,70678.00
Rutland,E06000017,11433.00,13337.00,15780.00,17057.00,18538.00,20630.00,21186.00,21588.00,22089.00,22360.00,23129.00,23755.00,24958.00,25298.00,25703.00,26098.00,27291.00,28622.00,29432.00,30702.00,30917.00,31067.00
Ryedale,E07000167,19046.00,21823.00,23678.00,25545.00,29061.00,31949.00,32230.00,33122.00,33687.00,33940.00,34590.00,34902.00,35368.00,36825.00,37509.00,38259.00,39026.00,40778.00,41577.00,41885.00,42267.00,42413.00
Salford,E08000006,61411.00,74427.00,86694.00,92977.00,96350.00,100639.00,102273.00,103436.00,105178.00,107498.00,110340.00,113511.00,117479.00,123326.00,131320.00,136480.00,141507.00,148928.00,154784.00,158178.00,160033.00,161874.00
Sandwell,E08000028,73604.00,86140.00,98390.00,110958.00,126583.00,137409.00,140924.00,142521.00,145765.00,147980.00,151534.00,155741.00,160263.00,165800.00,171563.00,175352.00,179834.00,186444.00,192990.00,196573.00,199469.00,201700.00
Scarborough,E07000168,38416.00,42867.00,46078.00,48836.00,59611.00,65265.00,66336.00,66844.00,67285.00,68318.00,68513.00,68802.00,71847.00,73398.00,76062.00,76386.00,78413.00,79879.00,80592.00,81439.00,82083.00,82538.00
Scottish Borders,S12000026,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Sedgemoor,E07000188,39363.00,43833.00,49346.00,54552.00,61251.00,65868.00,66463.00,66628.00,67148.00,68542.00,70175.00,71963.00,74141.00,75815.00,77353.00,79108.00,82121.00,86234.00,89095.00,90377.00,91077.00,91608.00
Sefton,E08000014,90645.00,102127.00,112907.00,121755.00,136678.00,146855.00,150385.00,151870.00,154696.00,156663.00,159206.00,160650.00,165286.00,170108.00,173899.00,176415.00,179848.00,183416.00,188534.00,190784.00,192173.00,193238.00
Selby,E07000169,25906.00,29656.00,33005.00,34981.00,43415.00,46022.00,46662.00,47053.00,48263.00,50225.00,51230.00,52782.00,55225.00,57384.00,59739.00,60788.00,62825.00,64490.00,65340.00,66425.00,67209.00,67583.00
Sevenoaks,E07000111,33867.00,38302.00,41441.00,44873.00,52492.00,57463.00,59006.00,59719.00,61614.00,62807.00,64318.00,66348.00,68617.00,70903.00,72971.00,74590.00,76656.00,79523.00,81631.00,83011.00,84041.00,84941.00
Sheffield,E08000019,138309.00,162811.00,177363.00,191165.00,217437.00,240107.00,252107.00,258995.00,265553.00,271969.00,279916.00,285246.00,295157.00,307264.00,320867.00,327127.00,338531.00,350387.00,363384.00,371659.00,375647.00,378196.00
Shetland Islands,S12000027,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Shropshire,E06000051,108002.00,120915.00,131672.00,144132.00,166702.00,175100.00,177293.00,177926.00,181762.00,184477.00,189240.00,193296.00,197112.00,203036.00,209019.00,212077.00,216120.00,222611.00,227697.00,232229.00,234804.00,236219.00
Slough,E06000039,25484.00,30076.00,32884.00,37048.00,44022.00,50293.00,53663.00,56400.00,58224.00,60228.00,61343.00,62499.00,64374.00,68793.00,73952.00,77218.00,81750.00,85229.00,87361.00,88716.00,89903.00,90778.00
Solihull,E08000029,63807.00,73255.00,81820.00,89967.00,102150.00,108466.00,111786.00,114315.00,117258.00,120031.00,122572.00,125196.00,126611.00,129875.00,133818.00,136434.00,138898.00,143546.00,147532.00,149369.00,150757.00,151910.00
Somerset,E10000027,194938.00,223070.00,245261.00,262150.00,294164.00,309227.00,313061.00,314743.00,317887.00,324147.00,332298.00,339251.00,349766.00,358223.00,364577.00,371653.00,383077.00,395338.00,407985.00,416746.00,420494.00,423215.00
Somerset West and Taunton,E07000246,57096.00,66637.00,70909.00,75194.00,84062.00,88456.00,89296.00,89778.00,90688.00,92183.00,94497.00,95899.00,97986.00,99672.00,101699.00,103510.00,106195.00,109409.00,113063.00,116874.00,117851.00,118596.00
South Ayrshire,S12000028,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
South Cambridgeshire,E07000012,45937.00,53711.00,60016.00,63470.00,73219.00,79156.00,79761.00,80161.00,81712.00,84876.00,87158.00,90820.00,94347.00,97189.00,100500.00,103805.00,106964.00,110180.00,114430.00,116824.00,118315.00,119171.00
South Derbyshire,E07000039,30970.00,34921.00,38291.00,43622.00,49626.00,54772.00,58103.00,58558.00,59777.00,60912.00,62591.00,63724.00,65722.00,68266.00,69409.00,70302.00,72442.00,74357.00,76084.00,76805.00,77311.00,77723.00
South Gloucestershire,E06000025,78195.00,89021.00,99168.00,108498.00,127961.00,139784.00,141911.00,142844.00,144055.00,146617.00,149703.00,154603.00,159333.00,165478.00,173080.00,177208.00,184981.00,192777.00,200976.00,205488.00,208185.00,209814.00
South Hams,E07000044,30627.00,34752.00,37862.00,40320.00,47029.00,50062.00,50510.00,50621.00,52235.00,53678.00,54014.00,55061.00,56448.00,57668.00,59098.00,60077.00,61615.00,63260.00,64951.00,65809.00,66609.00,67108.00
South Holland,E07000140,27959.00,31160.00,34170.00,36929.00,45163.00,50296.00,51041.00,51559.00,52003.00,52617.00,53464.00,54311.00,55272.00,56979.00,58323.00,58904.00,60348.00,62355.00,64091.00,64865.00,65453.00,65892.00
South Kesteven,E07000141,42767.00,47666.00,53051.00,59008.00,67970.00,76518.00,81813.00,82558.00,83267.00,84156.00,84874.00,85930.00,89076.00,91287.00,93721.00,95589.00,97360.00,100457.00,103753.00,105156.00,105957.00,106362.00
South Lakeland,E07000031,36953.00,41709.00,45821.00,49491.00,54308.00,58606.00,60203.00,60678.00,62182.00,63948.00,65441.00,66882.00,68291.00,69860.00,71391.00,72760.00,74160.00,76248.00,78262.00,79487.00,79947.00,80438.00
South Lanarkshire,S12000029,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
South Norfolk,E07000149,46462.00,52297.00,57243.00,62544.00,72037.00,77082.00,78374.00,78697.00,79636.00,81542.00,83624.00,84642.00,87447.00,90782.00,93228.00,95979.00,98120.00,100283.00,102662.00,104503.00,105623.00,106517.00
South Oxfordshire,E07000179,39122.00,45669.00,50747.00,56410.00,67901.00,72486.00,73418.00,73824.00,75688.00,78324.00,80984.00,84138.00,86086.00,90010.00,93100.00,96652.00,99466.00,103345.00,106393.00,108525.00,109947.00,110698.00
South Ribble,E07000126,32291.00,36287.00,42066.00,46310.00,54109.00,60369.00,61694.00,62111.00,62996.00,64065.00,65412.00,66198.00,67748.00,70538.00,72626.00,74109.00,76071.00,78006.00,79251.00,79782.00,80201.00,80573.00
South Somerset,E07000189,59608.00,67687.00,75144.00,79104.00,89895.00,93742.00,95641.00,96421.00,97138.00,98128.00,100653.00,102993.00,107073.00,109798.00,111527.00,113430.00,116815.00,119662.00,123774.00,126318.00,127731.00,128588.00
South Staffordshire,E07000196,37575.00,42818.00,47995.00,51947.00,59245.00,63997.00,65915.00,66660.00,67350.00,68252.00,69230.00,70166.00,71315.00,73515.00,75058.00,75898.00,77585.00,79901.00,81931.00,82883.00,83346.00,83727.00
South Tyneside,E08000023,47271.00,52262.00,56484.00,61025.00,67933.00,73762.00,75261.00,76667.00,78670.00,82758.00,83944.00,84382.00,87243.00,91541.00,94186.00,94618.00,96096.00,98490.00,100607.00,102787.00,104355.00,105080.00
Southampton,E06000045,56357.00,63637.00,68860.00,76358.00,87600.00,97828.00,102703.00,104376.00,106952.00,109104.00,110210.00,113125.00,118900.00,124424.00,128087.00,131150.00,135685.00,140683.00,148025.00,152628.00,156602.00,158735.00
Southend-on-Sea,E06000033,48527.00,55195.00,59791.00,65895.00,78006.00,88245.00,90087.00,90962.00,92798.00,94352.00,95565.00,96679.00,100427.00,104395.00,106499.00,107834.00,109979.00,113136.00,116712.00,118976.00,120312.00,121205.00
Southwark,E09000028,47747.00,57015.00,63467.00,73103.00,87616.00,97058.00,100085.00,102347.00,106654.00,112628.00,117276.00,121986.00,126959.00,134811.00,143326.00,151462.00,161120.00,172239.00,182140.00,189948.00,195389.00,198362.00
Spelthorne,E07000213,26374.00,29375.00,31249.00,33657.00,41124.00,45828.00,46617.00,47184.00,48568.00,50406.00,51866.00,53729.00,54898.00,58172.00,61228.00,63358.00,66024.00,68178.00,69763.00,70395.00,71020.00,71496.00
St Albans,E07000240,35219.00,39219.00,43266.00,47631.00,56616.00,65137.00,66586.00,67445.00,70028.00,74146.00,78399.00,81022.00,83341.00,87690.00,89538.00,92058.00,95075.00,98575.00,101900.00,103993.00,105094.00,105676.00
St. Helens,E08000013,56341.00,66160.00,74761.00,79896.00,87614.00,96314.00,99295.00,99884.00,101421.00,103030.00,104797.00,106009.00,109272.00,112066.00,114693.00,116562.00,118807.00,120614.00,125291.00,126948.00,127698.00,128311.00
Stafford,E07000197,46011.00,52685.00,57875.00,64604.00,70933.00,75476.00,76506.00,77763.00,79468.00,80768.00,81548.00,82490.00,83389.00,86892.00,89454.00,90694.00,92701.00,96012.00,97868.00,99266.00,99915.00,100252.00
Staffordshire,E10000028,270173.00,312860.00,349864.00,379551.00,434139.00,467254.00,477966.00,483464.00,490156.00,495648.00,504156.00,512295.00,523950.00,540043.00,556206.00,565300.00,579628.00,599510.00,616827.00,629040.00,633766.00,637382.00
Staffordshire Moorlands,E07000198,32527.00,38614.00,42982.00,45438.00,52082.00,55005.00,56600.00,56911.00,57544.00,58145.00,58834.00,59666.00,61537.00,63009.00,64702.00,65481.00,68443.00,70008.00,71489.00,72531.00,72955.00,73203.00
Stevenage,E07000243,20626.00,23857.00,27164.00,30444.00,37083.00,40462.00,41391.00,41678.00,42562.00,43791.00,45525.00,46375.00,47365.00,48524.00,50795.00,52242.00,54046.00,55724.00,57573.00,58643.00,59528.00,59906.00
Stirling,S12000030,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Stockport,E08000007,89081.00,100944.00,109906.00,117352.00,131809.00,142494.00,145684.00,147359.00,150631.00,153522.00,157185.00,161222.00,168056.00,175310.00,182077.00,187159.00,193823.00,199325.00,203593.00,206038.00,207854.00,209248.00
Stockton-on-Tees,E06000004,53941.00,59644.00,65990.00,71909.00,81705.00,91979.00,95697.00,97443.00,99276.00,101493.00,103793.00,106107.00,110532.00,113870.00,116237.00,118290.00,120581.00,123852.00,126704.00,129595.00,131767.00,134099.00
Stoke-on-Trent,E06000021,66578.00,81255.00,89533.00,97442.00,109309.00,118499.00,122293.00,123222.00,125018.00,127225.00,129067.00,130999.00,137659.00,143123.00,147517.00,149840.00,153367.00,157587.00,162232.00,165175.00,167196.00,168795.00
Stratford-on-Avon,E07000221,46194.00,53317.00,57695.00,61477.00,69952.00,73332.00,74484.00,75362.00,77115.00,78855.00,80981.00,83119.00,85085.00,88772.00,91439.00,93148.00,94722.00,97097.00,99422.00,100968.00,102322.00,103050.00
Stroud,E07000082,37049.00,42050.00,45386.00,49146.00,62428.00,67549.00,68276.00,68680.00,69006.00,69467.00,70446.00,72599.00,73506.00,76013.00,77887.00,79134.00,81517.00,85426.00,87971.00,89318.00,89998.00,90511.00
Suffolk,E10000029,259019.00,294144.00,320442.00,343894.00,385749.00,401241.00,405693.00,408766.00,413488.00,423237.00,429335.00,436895.00,458889.00,479070.00,491988.00,500021.00,509426.00,520483.00,532687.00,539509.00,545589.00,550279.00
Sunderland,E08000024,79884.00,90854.00,98853.00,106951.00,122900.00,135898.00,140936.00,143326.00,145217.00,150465.00,155088.00,157816.00,162713.00,166158.00,170395.00,174653.00,182518.00,188157.00,192018.00,195307.00,196970.00,198187.00
Surrey,E10000030,323026.00,367033.00,401878.00,441117.00,520401.00,558860.00,567769.00,574079.00,592909.00,615237.00,632379.00,651101.00,673229.00,706850.00,734840.00,756067.00,780964.00,805512.00,827145.00,841537.00,850704.00,857112.00
Surrey Heath,E07000214,25048.00,27435.00,31479.00,35648.00,43017.00,44953.00,45547.00,45830.00,46772.00,50188.00,51199.00,51785.00,53764.00,55285.00,57714.00,59137.00,61357.00,63121.00,64520.00,65357.00,66059.00,66379.00
